"","country","year","sex","age","suicides_no","population","suicides_per_100k","HDI.for.year","gdp_for_year","gdp_per_capita"
"6436","Ecuador",2012,"male","25-34",164,1225594,13.38,0.727,87924544000,6364
"6437","Ecuador",2012,"male","55-74",87,771426,11.28,0.727,87924544000,6364
"6438","Ecuador",2012,"male","75+",19,172083,11.04,0.727,87924544000,6364
"6439","Ecuador",2012,"male","35-54",162,1715827,9.44,0.727,87924544000,6364
"6440","Ecuador",2012,"female","15-24",118,1420727,8.31,0.727,87924544000,6364
"6441","Ecuador",2012,"female","25-34",55,1217762,4.52,0.727,87924544000,6364
"6442","Ecuador",2012,"female","35-54",48,1755189,2.73,0.727,87924544000,6364
"6443","Ecuador",2012,"male","5-14",39,1544899,2.52,0.727,87924544000,6364
"6444","Ecuador",2012,"female","75+",4,215613,1.86,0.727,87924544000,6364
"6445","Ecuador",2012,"female","5-14",27,1484824,1.82,0.727,87924544000,6364
"6446","Ecuador",2012,"female","55-74",13,829724,1.57,0.727,87924544000,6364
"6447","Ecuador",2013,"male","75+",23,178094,12.91,0.73,95129659000,6769
"6448","Ecuador",2013,"male","15-24",156,1473845,10.58,0.73,95129659000,6769
"6449","Ecuador",2013,"male","25-34",111,1248815,8.89,0.73,95129659000,6769
"6450","Ecuador",2013,"male","55-74",65,802441,8.1,0.73,95129659000,6769
"6451","Ecuador",2013,"female","15-24",89,1431562,6.22,0.73,95129659000,6769
"6452","Ecuador",2013,"male","35-54",106,1755019,6.04,0.73,95129659000,6769
"6453","Ecuador",2013,"female","25-34",30,1240273,2.42,0.73,95129659000,6769
"6454","Ecuador",2013,"male","5-14",29,1551821,1.87,0.73,95129659000,6769
"6455","Ecuador",2013,"female","35-54",32,1795728,1.78,0.73,95129659000,6769
"6456","Ecuador",2013,"female","55-74",12,863112,1.39,0.73,95129659000,6769
"6457","Ecuador",2013,"female","75+",3,223521,1.34,0.73,95129659000,6769
"6458","Ecuador",2013,"female","5-14",20,1490382,1.34,0.73,95129659000,6769
"6459","Ecuador",2014,"male","75+",25,184452,13.55,0.732,101726331000,7116
"6460","Ecuador",2014,"male","15-24",164,1484064,11.05,0.732,101726331000,7116
"6461","Ecuador",2014,"male","25-34",123,1271545,9.67,0.732,101726331000,7116
"6462","Ecuador",2014,"male","55-74",74,834436,8.87,0.732,101726331000,7116
"6463","Ecuador",2014,"male","35-54",153,1794205,8.53,0.732,101726331000,7116
"6464","Ecuador",2014,"female","15-24",77,1440731,5.34,0.732,101726331000,7116
"6465","Ecuador",2014,"female","25-34",33,1262288,2.61,0.732,101726331000,7116
"6466","Ecuador",2014,"male","5-14",28,1560323,1.79,0.732,101726331000,7116
"6467","Ecuador",2014,"female","55-74",16,897482,1.78,0.732,101726331000,7116
"6468","Ecuador",2014,"female","5-14",18,1497410,1.2,0.732,101726331000,7116
"6469","Ecuador",2014,"female","35-54",22,1836144,1.2,0.732,101726331000,7116
"6470","Ecuador",2014,"female","75+",1,232065,0.43,0.732,101726331000,7116
"6471","Ecuador",2015,"male","75+",40,191306,20.91,NA,99290381000,6832
"6472","Ecuador",2015,"male","15-24",234,1492713,15.68,NA,99290381000,6832
"6473","Ecuador",2015,"male","25-34",185,1293193,14.31,NA,99290381000,6832
"6474","Ecuador",2015,"male","55-74",108,867314,12.45,NA,99290381000,6832
"6475","Ecuador",2015,"male","35-54",205,1833181,11.18,NA,99290381000,6832
"6476","Ecuador",2015,"female","15-24",110,1448112,7.6,NA,99290381000,6832
"6477","Ecuador",2015,"female","25-34",56,1283175,4.36,NA,99290381000,6832
"6478","Ecuador",2015,"female","35-54",46,1876229,2.45,NA,99290381000,6832
"6479","Ecuador",2015,"female","55-74",22,932718,2.36,NA,99290381000,6832
"6480","Ecuador",2015,"male","5-14",35,1569519,2.23,NA,99290381000,6832
"6481","Ecuador",2015,"female","75+",5,241437,2.07,NA,99290381000,6832
"6482","Ecuador",2015,"female","5-14",27,1505127,1.79,NA,99290381000,6832
"6483","El Salvador",1993,"male","25-34",83,339200,24.47,NA,6680269200,1423
"6484","El Salvador",1993,"male","75+",6,30100,19.93,NA,6680269200,1423
"6485","El Salvador",1993,"male","15-24",113,594200,19.02,NA,6680269200,1423
"6486","El Salvador",1993,"female","15-24",81,602300,13.45,NA,6680269200,1423
"6487","El Salvador",1993,"male","55-74",23,202600,11.35,NA,6680269200,1423
"6488","El Salvador",1993,"male","35-54",43,425700,10.1,NA,6680269200,1423
"6489","El Salvador",1993,"female","75+",4,45400,8.81,NA,6680269200,1423
"6490","El Salvador",1993,"female","25-34",29,392000,7.4,NA,6680269200,1423
"6491","El Salvador",1993,"female","35-54",19,468000,4.06,NA,6680269200,1423
"6492","El Salvador",1993,"female","55-74",6,233000,2.58,NA,6680269200,1423
"6493","El Salvador",1993,"female","5-14",13,670500,1.94,NA,6680269200,1423
"6494","El Salvador",1993,"male","5-14",4,691300,0.58,NA,6680269200,1423
"6495","El Salvador",1995,"male","25-34",124,374095,33.15,0.566,8921947100,1845
"6496","El Salvador",1995,"male","15-24",171,534966,31.96,0.566,8921947100,1845
"6497","El Salvador",1995,"male","75+",9,36691,24.53,0.566,8921947100,1845
"6498","El Salvador",1995,"female","15-24",114,556096,20.5,0.566,8921947100,1845
"6499","El Salvador",1995,"male","35-54",90,466571,19.29,0.566,8921947100,1845
"6500","El Salvador",1995,"female","25-34",42,427927,9.81,0.566,8921947100,1845
"6501","El Salvador",1995,"male","55-74",20,235530,8.49,0.566,8921947100,1845
"6502","El Salvador",1995,"female","35-54",23,546262,4.21,0.566,8921947100,1845
"6503","El Salvador",1995,"female","5-14",16,664854,2.41,0.566,8921947100,1845
"6504","El Salvador",1995,"female","55-74",6,260709,2.3,0.566,8921947100,1845
"6505","El Salvador",1995,"female","75+",1,51334,1.95,0.566,8921947100,1845
"6506","El Salvador",1995,"male","5-14",4,681362,0.59,0.566,8921947100,1845
"6507","El Salvador",1996,"male","25-34",110,379510,28.98,NA,9586327800,1959
"6508","El Salvador",1996,"male","75+",10,38834,25.75,NA,9586327800,1959
"6509","El Salvador",1996,"male","15-24",128,536760,23.85,NA,9586327800,1959
"6510","El Salvador",1996,"female","15-24",112,559279,20.03,NA,9586327800,1959
"6511","El Salvador",1996,"male","35-54",82,472893,17.34,NA,9586327800,1959
"6512","El Salvador",1996,"male","55-74",40,240800,16.61,NA,9586327800,1959
"6513","El Salvador",1996,"female","25-34",22,434209,5.07,NA,9586327800,1959
"6514","El Salvador",1996,"female","35-54",20,557964,3.58,NA,9586327800,1959
"6515","El Salvador",1996,"female","55-74",7,267732,2.61,NA,9586327800,1959
"6516","El Salvador",1996,"female","5-14",7,666674,1.05,NA,9586327800,1959
"6517","El Salvador",1996,"male","5-14",2,683884,0.29,NA,9586327800,1959
"6518","El Salvador",1996,"female","75+",0,53852,0,NA,9586327800,1959
"6519","El Salvador",1997,"male","25-34",93,384050,24.22,NA,10221705900,2065
"6520","El Salvador",1997,"male","15-24",128,537324,23.82,NA,10221705900,2065
"6521","El Salvador",1997,"male","35-54",106,479586,22.1,NA,10221705900,2065
"6522","El Salvador",1997,"female","15-24",109,561311,19.42,NA,10221705900,2065
"6523","El Salvador",1997,"male","55-74",47,245832,19.12,NA,10221705900,2065
"6524","El Salvador",1997,"male","75+",4,40876,9.79,NA,10221705900,2065
"6525","El Salvador",1997,"female","25-34",39,440015,8.86,NA,10221705900,2065
"6526","El Salvador",1997,"female","35-54",28,570003,4.91,NA,10221705900,2065
"6527","El Salvador",1997,"female","75+",2,56321,3.55,NA,10221705900,2065
"6528","El Salvador",1997,"female","5-14",15,670365,2.24,NA,10221705900,2065
"6529","El Salvador",1997,"female","55-74",5,275078,1.82,NA,10221705900,2065
"6530","El Salvador",1997,"male","5-14",1,688541,0.15,NA,10221705900,2065
"6531","El Salvador",1998,"male","25-34",94,387565,24.25,NA,10936669900,2185
"6532","El Salvador",1998,"male","35-54",98,486466,20.15,NA,10936669900,2185
"6533","El Salvador",1998,"male","15-24",108,537038,20.11,NA,10936669900,2185
"6534","El Salvador",1998,"female","15-24",92,562249,16.36,NA,10936669900,2185
"6535","El Salvador",1998,"male","55-74",36,250628,14.36,NA,10936669900,2185
"6536","El Salvador",1998,"male","75+",5,42770,11.69,NA,10936669900,2185
"6537","El Salvador",1998,"female","25-34",35,445330,7.86,NA,10936669900,2185
"6538","El Salvador",1998,"female","35-54",22,582217,3.78,NA,10936669900,2185
"6539","El Salvador",1998,"female","5-14",13,675678,1.92,NA,10936669900,2185
"6540","El Salvador",1998,"female","55-74",5,282668,1.77,NA,10936669900,2185
"6541","El Salvador",1998,"male","5-14",4,695037,0.58,NA,10936669900,2185
"6542","El Salvador",1998,"female","75+",0,58692,0,NA,10936669900,2185
"6543","El Salvador",1999,"male","25-34",84,390125,21.53,NA,11284197000,2229
"6544","El Salvador",1999,"male","15-24",115,536426,21.44,NA,11284197000,2229
"6545","El Salvador",1999,"male","35-54",101,493326,20.47,NA,11284197000,2229
"6546","El Salvador",1999,"male","75+",8,44452,18,NA,11284197000,2229
"6547","El Salvador",1999,"female","15-24",94,562372,16.71,NA,11284197000,2229
"6548","El Salvador",1999,"male","55-74",33,255222,12.93,NA,11284197000,2229
"6549","El Salvador",1999,"female","25-34",28,450238,6.22,NA,11284197000,2229
"6550","El Salvador",1999,"female","35-54",27,594483,4.54,NA,11284197000,2229
"6551","El Salvador",1999,"female","5-14",14,682007,2.05,NA,11284197000,2229
"6552","El Salvador",1999,"female","55-74",5,290451,1.72,NA,11284197000,2229
"6553","El Salvador",1999,"female","75+",1,60903,1.64,NA,11284197000,2229
"6554","El Salvador",1999,"male","5-14",5,702754,0.71,NA,11284197000,2229
"6555","El Salvador",2000,"male","25-34",82,391884,20.92,0.603,11784927700,2303
"6556","El Salvador",2000,"male","15-24",110,536079,20.52,0.603,11784927700,2303
"6557","El Salvador",2000,"male","35-54",91,500065,18.2,0.603,11784927700,2303
"6558","El Salvador",2000,"female","15-24",82,562148,14.59,0.603,11784927700,2303
"6559","El Salvador",2000,"male","55-74",31,259670,11.94,0.603,11784927700,2303
"6560","El Salvador",2000,"male","75+",3,45935,6.53,0.603,11784927700,2303
"6561","El Salvador",2000,"female","75+",4,62940,6.36,0.603,11784927700,2303
"6562","El Salvador",2000,"female","25-34",25,454793,5.5,0.603,11784927700,2303
"6563","El Salvador",2000,"female","35-54",23,606774,3.79,0.603,11784927700,2303
"6564","El Salvador",2000,"female","55-74",4,298428,1.34,0.603,11784927700,2303
"6565","El Salvador",2000,"female","5-14",4,688554,0.58,0.603,11784927700,2303
"6566","El Salvador",2000,"male","5-14",2,710919,0.28,0.603,11784927700,2303
"6567","El Salvador",2001,"male","15-24",130,535877,24.26,NA,12282533600,2373
"6568","El Salvador",2001,"male","25-34",90,395177,22.77,NA,12282533600,2373
"6569","El Salvador",2001,"male","35-54",91,506547,17.96,NA,12282533600,2373
"6570","El Salvador",2001,"male","75+",8,48437,16.52,NA,12282533600,2373
"6571","El Salvador",2001,"male","55-74",42,263234,15.96,NA,12282533600,2373
"6572","El Salvador",2001,"female","15-24",74,563601,13.13,NA,12282533600,2373
"6573","El Salvador",2001,"female","25-34",27,459669,5.87,NA,12282533600,2373
"6574","El Salvador",2001,"female","35-54",30,618020,4.85,NA,12282533600,2373
"6575","El Salvador",2001,"female","75+",3,65804,4.56,NA,12282533600,2373
"6576","El Salvador",2001,"female","55-74",6,304753,1.97,NA,12282533600,2373
"6577","El Salvador",2001,"female","5-14",12,695687,1.72,NA,12282533600,2373
"6578","El Salvador",2001,"male","5-14",1,718288,0.14,NA,12282533600,2373
"6579","El Salvador",2002,"male","75+",11,50753,21.67,NA,12664190300,2421
"6580","El Salvador",2002,"male","25-34",71,397854,17.85,NA,12664190300,2421
"6581","El Salvador",2002,"male","15-24",95,535886,17.73,NA,12664190300,2421
"6582","El Salvador",2002,"male","35-54",84,513122,16.37,NA,12664190300,2421
"6583","El Salvador",2002,"male","55-74",39,266616,14.63,NA,12664190300,2421
"6584","El Salvador",2002,"female","15-24",76,565074,13.45,NA,12664190300,2421
"6585","El Salvador",2002,"female","25-34",18,464461,3.88,NA,12664190300,2421
"6586","El Salvador",2002,"female","35-54",24,629533,3.81,NA,12664190300,2421
"6587","El Salvador",2002,"female","55-74",7,311230,2.25,NA,12664190300,2421
"6588","El Salvador",2002,"female","5-14",7,702143,1,NA,12664190300,2421
"6589","El Salvador",2002,"male","5-14",4,725313,0.55,NA,12664190300,2421
"6590","El Salvador",2002,"female","75+",0,68473,0,NA,12664190300,2421
"6591","El Salvador",2003,"male","25-34",117,399587,29.28,NA,13243892200,2507
"6592","El Salvador",2003,"male","15-24",112,537000,20.86,NA,13243892200,2507
"6593","El Salvador",2003,"male","35-54",102,519619,19.63,NA,13243892200,2507
"6594","El Salvador",2003,"male","55-74",46,269903,17.04,NA,13243892200,2507
"6595","El Salvador",2003,"male","75+",8,52961,15.11,NA,13243892200,2507
"6596","El Salvador",2003,"female","15-24",79,567174,13.93,NA,13243892200,2507
"6597","El Salvador",2003,"female","25-34",19,468892,4.05,NA,13243892200,2507
"6598","El Salvador",2003,"female","35-54",23,641104,3.59,NA,13243892200,2507
"6599","El Salvador",2003,"female","55-74",7,317915,2.2,NA,13243892200,2507
"6600","El Salvador",2003,"female","5-14",10,707158,1.41,NA,13243892200,2507
"6601","El Salvador",2003,"female","75+",1,71062,1.41,NA,13243892200,2507
"6602","El Salvador",2003,"male","5-14",3,731167,0.41,NA,13243892200,2507
"6603","El Salvador",2004,"male","25-34",86,399986,21.5,NA,13724810900,2573
"6604","El Salvador",2004,"male","15-24",108,540251,19.99,NA,13724810900,2573
"6605","El Salvador",2004,"male","35-54",104,525677,19.78,NA,13724810900,2573
"6606","El Salvador",2004,"male","55-74",42,273214,15.37,NA,13724810900,2573
"6607","El Salvador",2004,"male","75+",7,55160,12.69,NA,13724810900,2573
"6608","El Salvador",2004,"female","15-24",60,570702,10.51,NA,13724810900,2573
"6609","El Salvador",2004,"female","25-34",22,472515,4.66,NA,13724810900,2573
"6610","El Salvador",2004,"female","35-54",20,652329,3.07,NA,13724810900,2573
"6611","El Salvador",2004,"female","75+",1,73698,1.36,NA,13724810900,2573
"6612","El Salvador",2004,"female","55-74",4,324903,1.23,NA,13724810900,2573
"6613","El Salvador",2004,"female","5-14",8,709844,1.13,NA,13724810900,2573
"6614","El Salvador",2004,"male","5-14",2,734891,0.27,NA,13724810900,2573
"6615","El Salvador",2005,"male","25-34",86,398935,21.56,0.638,14698001400,2733
"6616","El Salvador",2005,"male","15-24",103,546352,18.85,0.638,14698001400,2733
"6617","El Salvador",2005,"male","55-74",47,276600,16.99,0.638,14698001400,2733
"6618","El Salvador",2005,"male","35-54",88,530976,16.57,0.638,14698001400,2733
"6619","El Salvador",2005,"male","75+",9,57396,15.68,0.638,14698001400,2733
"6620","El Salvador",2005,"female","15-24",65,576188,11.28,0.638,14698001400,2733
"6621","El Salvador",2005,"female","75+",4,76442,5.23,0.638,14698001400,2733
"6622","El Salvador",2005,"female","25-34",22,475096,4.63,0.638,14698001400,2733
"6623","El Salvador",2005,"female","35-54",12,662917,1.81,0.638,14698001400,2733
"6624","El Salvador",2005,"female","5-14",12,709756,1.69,0.638,14698001400,2733
"6625","El Salvador",2005,"female","55-74",3,332256,0.9,0.638,14698001400,2733
"6626","El Salvador",2005,"male","5-14",4,735965,0.54,0.638,14698001400,2733
"6627","El Salvador",2006,"male","25-34",80,401266,19.94,NA,15999886400,2947
"6628","El Salvador",2006,"male","15-24",89,554177,16.06,NA,15999886400,2947
"6629","El Salvador",2006,"male","75+",9,60827,14.8,NA,15999886400,2947
"6630","El Salvador",2006,"male","35-54",78,537725,14.51,NA,15999886400,2947
"6631","El Salvador",2006,"male","55-74",32,280005,11.43,NA,15999886400,2947
"6632","El Salvador",2006,"female","15-24",61,583805,10.45,NA,15999886400,2947
"6633","El Salvador",2006,"female","25-34",24,478826,5.01,NA,15999886400,2947
"6634","El Salvador",2006,"female","35-54",23,674459,3.41,NA,15999886400,2947
"6635","El Salvador",2006,"female","55-74",5,339861,1.47,NA,15999886400,2947
"6636","El Salvador",2006,"female","75+",1,80379,1.24,NA,15999886400,2947
"6637","El Salvador",2006,"male","5-14",5,731674,0.68,NA,15999886400,2947
"6638","El Salvador",2006,"female","5-14",4,706040,0.57,NA,15999886400,2947
"6639","El Salvador",2007,"male","25-34",114,401997,28.36,NA,17011750900,3111
"6640","El Salvador",2007,"male","35-54",111,543505,20.42,NA,17011750900,3111
"6641","El Salvador",2007,"male","75+",13,64151,20.26,NA,17011750900,3111
"6642","El Salvador",2007,"male","55-74",53,283342,18.71,NA,17011750900,3111
"6643","El Salvador",2007,"male","15-24",93,563128,16.51,NA,17011750900,3111
"6644","El Salvador",2007,"female","15-24",57,592288,9.62,NA,17011750900,3111
"6645","El Salvador",2007,"female","25-34",22,481271,4.57,NA,17011750900,3111
"6646","El Salvador",2007,"female","75+",2,84282,2.37,NA,17011750900,3111
"6647","El Salvador",2007,"female","55-74",8,347632,2.3,NA,17011750900,3111
"6648","El Salvador",2007,"female","35-54",14,684881,2.04,NA,17011750900,3111
"6649","El Salvador",2007,"female","5-14",9,698018,1.29,NA,17011750900,3111
"6650","El Salvador",2007,"male","5-14",5,723366,0.69,NA,17011750900,3111
"6651","El Salvador",2008,"male","75+",19,67413,28.18,NA,17986886200,3271
"6652","El Salvador",2008,"male","25-34",103,401584,25.65,NA,17986886200,3271
"6653","El Salvador",2008,"male","35-54",103,548836,18.77,NA,17986886200,3271
"6654","El Salvador",2008,"male","15-24",106,573262,18.49,NA,17986886200,3271
"6655","El Salvador",2008,"male","55-74",38,286738,13.25,NA,17986886200,3271
"6656","El Salvador",2008,"female","15-24",53,601543,8.81,NA,17986886200,3271
"6657","El Salvador",2008,"female","25-34",26,482895,5.38,NA,17986886200,3271
"6658","El Salvador",2008,"female","35-54",29,694764,4.17,NA,17986886200,3271
"6659","El Salvador",2008,"female","75+",1,88207,1.13,NA,17986886200,3271
"6660","El Salvador",2008,"female","5-14",5,686491,0.73,NA,17986886200,3271
"6661","El Salvador",2008,"male","5-14",5,711888,0.7,NA,17986886200,3271
"6662","El Salvador",2008,"female","55-74",2,355666,0.56,NA,17986886200,3271
"6663","El Salvador",2009,"male","25-34",120,400776,29.94,NA,17601616000,3184
"6664","El Salvador",2009,"male","35-54",113,554321,20.39,NA,17601616000,3184
"6665","El Salvador",2009,"male","75+",13,70655,18.4,NA,17601616000,3184
"6666","El Salvador",2009,"male","55-74",49,290324,16.88,NA,17601616000,3184
"6667","El Salvador",2009,"male","15-24",95,584388,16.26,NA,17601616000,3184
"6668","El Salvador",2009,"female","15-24",55,611290,9,NA,17601616000,3184
"6669","El Salvador",2009,"female","25-34",27,484388,5.57,NA,17601616000,3184
"6670","El Salvador",2009,"female","35-54",16,704865,2.27,NA,17601616000,3184
"6671","El Salvador",2009,"female","75+",2,92201,2.17,NA,17601616000,3184
"6672","El Salvador",2009,"female","55-74",7,364066,1.92,NA,17601616000,3184
"6673","El Salvador",2009,"female","5-14",6,672905,0.89,NA,17601616000,3184
"6674","El Salvador",2009,"male","5-14",3,698731,0.43,NA,17601616000,3184
"6675","El Salvador",2010,"male","25-34",93,400088,23.24,0.653,18447922400,3318
"6676","El Salvador",2010,"male","55-74",45,294119,15.3,0.653,18447922400,3318
"6677","El Salvador",2010,"male","75+",11,73884,14.89,0.653,18447922400,3318
"6678","El Salvador",2010,"male","15-24",81,596366,13.58,0.653,18447922400,3318
"6679","El Salvador",2010,"male","35-54",73,560083,13.03,0.653,18447922400,3318
"6680","El Salvador",2010,"female","15-24",44,621228,7.08,0.653,18447922400,3318
"6681","El Salvador",2010,"female","25-34",19,486153,3.91,0.653,18447922400,3318
"6682","El Salvador",2010,"female","35-54",20,715456,2.8,0.653,18447922400,3318
"6683","El Salvador",2010,"female","75+",2,96291,2.08,0.653,18447922400,3318
"6684","El Salvador",2010,"female","5-14",7,658707,1.06,0.653,18447922400,3318
