"","country","year","sex","age","suicides_no","population","suicides_per_100k","HDI.for.year","gdp_for_year","gdp_per_capita"
"6089","Denmark",2006,"male","35-54",161,782816,20.57,NA,282884912894,55354
"6090","Denmark",2006,"male","25-34",52,355908,14.61,NA,282884912894,55354
"6091","Denmark",2006,"female","55-74",71,597984,11.87,NA,282884912894,55354
"6092","Denmark",2006,"female","75+",25,236472,10.57,NA,282884912894,55354
"6093","Denmark",2006,"male","15-24",24,312053,7.69,NA,282884912894,55354
"6094","Denmark",2006,"female","35-54",57,763418,7.47,NA,282884912894,55354
"6095","Denmark",2006,"female","25-34",15,353444,4.24,NA,282884912894,55354
"6096","Denmark",2006,"female","15-24",9,298500,3.02,NA,282884912894,55354
"6097","Denmark",2006,"female","5-14",1,336170,0.3,NA,282884912894,55354
"6098","Denmark",2006,"male","5-14",1,353711,0.28,NA,282884912894,55354
"6099","Denmark",2007,"male","75+",59,146309,40.33,NA,319423370134,62229
"6100","Denmark",2007,"male","55-74",124,584457,21.22,NA,319423370134,62229
"6101","Denmark",2007,"male","35-54",145,786990,18.42,NA,319423370134,62229
"6102","Denmark",2007,"male","25-34",56,347246,16.13,NA,319423370134,62229
"6103","Denmark",2007,"female","75+",33,235854,13.99,NA,319423370134,62229
"6104","Denmark",2007,"female","35-54",71,768072,9.24,NA,319423370134,62229
"6105","Denmark",2007,"female","55-74",55,606387,9.07,NA,319423370134,62229
"6106","Denmark",2007,"male","15-24",15,320054,4.69,NA,319423370134,62229
"6107","Denmark",2007,"female","25-34",15,345418,4.34,NA,319423370134,62229
"6108","Denmark",2007,"female","15-24",6,305722,1.96,NA,319423370134,62229
"6109","Denmark",2007,"male","5-14",2,351664,0.57,NA,319423370134,62229
"6110","Denmark",2007,"female","5-14",0,334828,0,NA,319423370134,62229
"6111","Denmark",2008,"male","75+",62,147834,41.94,NA,353361056080,68447
"6112","Denmark",2008,"male","55-74",127,595286,21.33,NA,353361056080,68447
"6113","Denmark",2008,"male","35-54",150,788890,19.01,NA,353361056080,68447
"6114","Denmark",2008,"male","25-34",48,341329,14.06,NA,353361056080,68447
"6115","Denmark",2008,"female","75+",27,235396,11.47,NA,353361056080,68447
"6116","Denmark",2008,"female","55-74",63,616691,10.22,NA,353361056080,68447
"6117","Denmark",2008,"female","35-54",76,770688,9.86,NA,353361056080,68447
"6118","Denmark",2008,"male","15-24",30,330409,9.08,NA,353361056080,68447
"6119","Denmark",2008,"female","25-34",9,338992,2.65,NA,353361056080,68447
"6120","Denmark",2008,"female","15-24",8,315514,2.54,NA,353361056080,68447
"6121","Denmark",2008,"female","5-14",2,332388,0.6,NA,353361056080,68447
"6122","Denmark",2008,"male","5-14",1,349108,0.29,NA,353361056080,68447
"6123","Denmark",2009,"male","75+",64,150153,42.62,NA,321241396034,61863
"6124","Denmark",2009,"male","55-74",165,604423,27.3,NA,321241396034,61863
"6125","Denmark",2009,"male","35-54",186,790578,23.53,NA,321241396034,61863
"6126","Denmark",2009,"female","75+",32,235213,13.6,NA,321241396034,61863
"6127","Denmark",2009,"male","25-34",36,335963,10.72,NA,321241396034,61863
"6128","Denmark",2009,"female","55-74",52,625986,8.31,NA,321241396034,61863
"6129","Denmark",2009,"male","15-24",24,340143,7.06,NA,321241396034,61863
"6130","Denmark",2009,"female","35-54",43,773415,5.56,NA,321241396034,61863
"6131","Denmark",2009,"female","25-34",13,334052,3.89,NA,321241396034,61863
"6132","Denmark",2009,"female","15-24",4,324876,1.23,NA,321241396034,61863
"6133","Denmark",2009,"male","5-14",2,347259,0.58,NA,321241396034,61863
"6134","Denmark",2009,"female","5-14",1,330729,0.3,NA,321241396034,61863
"6135","Denmark",2010,"male","75+",61,153231,39.81,0.908,321995350347,61711
"6136","Denmark",2010,"male","55-74",142,613233,23.16,0.908,321995350347,61711
"6137","Denmark",2010,"male","35-54",142,791338,17.94,0.908,321995350347,61711
"6138","Denmark",2010,"male","25-34",43,329780,13.04,0.908,321995350347,61711
"6139","Denmark",2010,"female","75+",22,236409,9.31,0.908,321995350347,61711
"6140","Denmark",2010,"female","55-74",56,634607,8.82,0.908,321995350347,61711
"6141","Denmark",2010,"female","35-54",64,776699,8.24,0.908,321995350347,61711
"6142","Denmark",2010,"male","15-24",17,349175,4.87,0.908,321995350347,61711
"6143","Denmark",2010,"female","15-24",10,333696,3,0.908,321995350347,61711
"6144","Denmark",2010,"female","25-34",6,327722,1.83,0.908,321995350347,61711
"6145","Denmark",2010,"female","5-14",0,327790,0,0.908,321995350347,61711
"6146","Denmark",2010,"male","5-14",0,344105,0,0.908,321995350347,61711
"6147","Denmark",2011,"male","75+",48,156856,30.6,0.92,344003209696,65598
"6148","Denmark",2011,"male","35-54",189,791137,23.89,0.92,344003209696,65598
"6149","Denmark",2011,"male","55-74",139,621859,22.35,0.92,344003209696,65598
"6150","Denmark",2011,"male","25-34",35,326633,10.72,0.92,344003209696,65598
"6151","Denmark",2011,"female","75+",22,237867,9.25,0.92,344003209696,65598
"6152","Denmark",2011,"female","55-74",57,643276,8.86,0.92,344003209696,65598
"6153","Denmark",2011,"male","15-24",26,356319,7.3,0.92,344003209696,65598
"6154","Denmark",2011,"female","35-54",50,778373,6.42,0.92,344003209696,65598
"6155","Denmark",2011,"female","25-34",12,323639,3.71,0.92,344003209696,65598
"6156","Denmark",2011,"female","15-24",11,340056,3.23,0.92,344003209696,65598
"6157","Denmark",2011,"female","5-14",0,326359,0,0.92,344003209696,65598
"6158","Denmark",2011,"male","5-14",0,341776,0,0.92,344003209696,65598
"6159","Denmark",2012,"male","75+",67,161259,41.55,0.921,327148899962,62071
"6160","Denmark",2012,"male","35-54",209,788215,26.52,0.921,327148899962,62071
"6161","Denmark",2012,"male","55-74",153,630159,24.28,0.921,327148899962,62071
"6162","Denmark",2012,"female","55-74",71,651381,10.9,0.921,327148899962,62071
"6163","Denmark",2012,"male","25-34",31,326746,9.49,0.921,327148899962,62071
"6164","Denmark",2012,"male","15-24",33,362466,9.1,0.921,327148899962,62071
"6165","Denmark",2012,"female","75+",19,240759,7.89,0.921,327148899962,62071
"6166","Denmark",2012,"female","35-54",58,776419,7.47,0.921,327148899962,62071
"6167","Denmark",2012,"female","25-34",11,322504,3.41,0.921,327148899962,62071
"6168","Denmark",2012,"female","15-24",8,346154,2.31,0.921,327148899962,62071
"6169","Denmark",2012,"male","5-14",1,340022,0.29,0.921,327148899962,62071
"6170","Denmark",2012,"female","5-14",0,324455,0,0.921,327148899962,62071
"6171","Denmark",2013,"male","75+",62,166011,37.35,0.923,343584385594,64831
"6172","Denmark",2013,"male","55-74",157,637775,24.62,0.923,343584385594,64831
"6173","Denmark",2013,"male","35-54",174,785198,22.16,0.923,343584385594,64831
"6174","Denmark",2013,"female","75+",25,243880,10.25,0.923,343584385594,64831
"6175","Denmark",2013,"male","25-34",33,328192,10.06,0.923,343584385594,64831
"6176","Denmark",2013,"female","55-74",52,658936,7.89,0.923,343584385594,64831
"6177","Denmark",2013,"female","35-54",54,775088,6.97,0.923,343584385594,64831
"6178","Denmark",2013,"male","15-24",23,367000,6.27,0.923,343584385594,64831
"6179","Denmark",2013,"female","25-34",16,322819,4.96,0.923,343584385594,64831
"6180","Denmark",2013,"female","15-24",12,350607,3.42,0.923,343584385594,64831
"6181","Denmark",2013,"female","5-14",1,324362,0.31,0.923,343584385594,64831
"6182","Denmark",2013,"male","5-14",1,339830,0.29,0.923,343584385594,64831
"6183","Denmark",2014,"male","75+",61,172150,35.43,0.923,352993633221,66114
"6184","Denmark",2014,"male","55-74",155,645001,24.03,0.923,352993633221,66114
"6185","Denmark",2014,"male","35-54",178,784300,22.7,0.923,352993633221,66114
"6186","Denmark",2014,"female","75+",36,248889,14.46,0.923,352993633221,66114
"6187","Denmark",2014,"male","25-34",43,333712,12.89,0.923,352993633221,66114
"6188","Denmark",2014,"male","15-24",31,370570,8.37,0.923,352993633221,66114
"6189","Denmark",2014,"female","35-54",59,774379,7.62,0.923,352993633221,66114
"6190","Denmark",2014,"female","55-74",50,666386,7.5,0.923,352993633221,66114
"6191","Denmark",2014,"female","25-34",7,325866,2.15,0.923,352993633221,66114
"6192","Denmark",2014,"female","15-24",7,354099,1.98,0.923,352993633221,66114
"6193","Denmark",2014,"female","5-14",1,323749,0.31,0.923,352993633221,66114
"6194","Denmark",2014,"male","5-14",1,340065,0.29,0.923,352993633221,66114
"6195","Denmark",2015,"male","75+",57,178633,31.91,NA,301298464861,55972
"6196","Denmark",2015,"male","35-54",159,783366,20.3,NA,301298464861,55972
"6197","Denmark",2015,"male","55-74",126,651856,19.33,NA,301298464861,55972
"6198","Denmark",2015,"female","75+",32,253300,12.63,NA,301298464861,55972
"6199","Denmark",2015,"female","55-74",67,673655,9.95,NA,301298464861,55972
"6200","Denmark",2015,"male","25-34",30,342769,8.75,NA,301298464861,55972
"6201","Denmark",2015,"female","35-54",51,772844,6.6,NA,301298464861,55972
"6202","Denmark",2015,"male","15-24",18,374051,4.81,NA,301298464861,55972
"6203","Denmark",2015,"female","25-34",15,331400,4.53,NA,301298464861,55972
"6204","Denmark",2015,"female","15-24",6,356882,1.68,NA,301298464861,55972
"6205","Denmark",2015,"female","5-14",3,323821,0.93,NA,301298464861,55972
"6206","Denmark",2015,"male","5-14",0,340483,0,NA,301298464861,55972
"6207","Ecuador",1993,"female","15-24",131,1090454,12.01,NA,18938717359,1996
"6208","Ecuador",1993,"male","25-34",102,857646,11.89,NA,18938717359,1996
"6209","Ecuador",1993,"male","55-74",46,392963,11.71,NA,18938717359,1996
"6210","Ecuador",1993,"male","15-24",105,1115135,9.42,NA,18938717359,1996
"6211","Ecuador",1993,"male","35-54",89,981892,9.06,NA,18938717359,1996
"6212","Ecuador",1993,"female","25-34",40,849600,4.71,NA,18938717359,1996
"6213","Ecuador",1993,"male","75+",3,80952,3.71,NA,18938717359,1996
"6214","Ecuador",1993,"female","35-54",32,991346,3.23,NA,18938717359,1996
"6215","Ecuador",1993,"female","75+",2,98838,2.02,NA,18938717359,1996
"6216","Ecuador",1993,"female","55-74",8,417711,1.92,NA,18938717359,1996
"6217","Ecuador",1993,"female","5-14",9,1285346,0.7,NA,18938717359,1996
"6218","Ecuador",1993,"male","5-14",7,1326600,0.53,NA,18938717359,1996
"6219","Ecuador",1994,"male","75+",10,83900,11.92,NA,22708673337,2335
"6220","Ecuador",1994,"male","25-34",96,881672,10.89,NA,22708673337,2335
"6221","Ecuador",1994,"male","35-54",96,1018423,9.43,NA,22708673337,2335
"6222","Ecuador",1994,"male","55-74",36,406131,8.86,NA,22708673337,2335
"6223","Ecuador",1994,"female","15-24",95,1108840,8.57,NA,22708673337,2335
"6224","Ecuador",1994,"male","15-24",91,1134121,8.02,NA,22708673337,2335
"6225","Ecuador",1994,"female","25-34",39,873910,4.46,NA,22708673337,2335
"6226","Ecuador",1994,"female","35-54",21,1029098,2.04,NA,22708673337,2335
"6227","Ecuador",1994,"female","75+",1,102472,0.98,NA,22708673337,2335
"6228","Ecuador",1994,"female","5-14",12,1306032,0.92,NA,22708673337,2335
"6229","Ecuador",1994,"male","5-14",12,1348611,0.89,NA,22708673337,2335
"6230","Ecuador",1994,"female","55-74",3,432045,0.69,NA,22708673337,2335
"6231","Ecuador",1995,"male","25-34",97,905313,10.71,0.665,24432884442,2453
"6232","Ecuador",1995,"male","15-24",113,1152675,9.8,0.665,24432884442,2453
"6233","Ecuador",1995,"male","55-74",41,420246,9.76,0.665,24432884442,2453
"6234","Ecuador",1995,"male","35-54",101,1055363,9.57,0.665,24432884442,2453
"6235","Ecuador",1995,"male","75+",8,86756,9.22,0.665,24432884442,2453
"6236","Ecuador",1995,"female","15-24",95,1126655,8.43,0.665,24432884442,2453
"6237","Ecuador",1995,"female","25-34",43,897847,4.79,0.665,24432884442,2453
"6238","Ecuador",1995,"female","35-54",24,1067369,2.25,0.665,24432884442,2453
"6239","Ecuador",1995,"female","55-74",7,447404,1.56,0.665,24432884442,2453
"6240","Ecuador",1995,"female","75+",1,106143,0.94,0.665,24432884442,2453
"6241","Ecuador",1995,"female","5-14",10,1325533,0.75,0.665,24432884442,2453
"6242","Ecuador",1995,"male","5-14",6,1369259,0.44,0.665,24432884442,2453
"6243","Ecuador",1996,"male","55-74",53,434259,12.2,NA,25226393197,2474
"6244","Ecuador",1996,"male","75+",11,91455,12.03,NA,25226393197,2474
"6245","Ecuador",1996,"male","25-34",111,927403,11.97,NA,25226393197,2474
"6246","Ecuador",1996,"male","15-24",126,1169923,10.77,NA,25226393197,2474
"6247","Ecuador",1996,"female","15-24",102,1143710,8.92,NA,25226393197,2474
"6248","Ecuador",1996,"male","35-54",88,1091980,8.06,NA,25226393197,2474
"6249","Ecuador",1996,"female","25-34",46,920330,5,NA,25226393197,2474
"6250","Ecuador",1996,"female","55-74",9,462818,1.94,NA,25226393197,2474
"6251","Ecuador",1996,"female","35-54",21,1105412,1.9,NA,25226393197,2474
"6252","Ecuador",1996,"female","75+",2,111706,1.79,NA,25226393197,2474
"6253","Ecuador",1996,"female","5-14",17,1345854,1.26,NA,25226393197,2474
"6254","Ecuador",1996,"male","5-14",7,1390998,0.5,NA,25226393197,2474
"6255","Ecuador",1997,"male","25-34",109,949086,11.48,NA,28162053027,2701
"6256","Ecuador",1997,"male","15-24",124,1186873,10.45,NA,28162053027,2701
"6257","Ecuador",1997,"male","75+",9,95968,9.38,NA,28162053027,2701
"6258","Ecuador",1997,"male","35-54",99,1128260,8.77,NA,28162053027,2701
"6259","Ecuador",1997,"female","15-24",101,1160292,8.7,NA,28162053027,2701
"6260","Ecuador",1997,"male","55-74",35,449276,7.79,NA,28162053027,2701
"6261","Ecuador",1997,"female","25-34",33,942471,3.5,NA,28162053027,2701
"6262","Ecuador",1997,"female","35-54",24,1143235,2.1,NA,28162053027,2701
"6263","Ecuador",1997,"female","5-14",24,1364640,1.76,NA,28162053027,2701
"6264","Ecuador",1997,"female","55-74",6,479370,1.25,NA,28162053027,2701
"6265","Ecuador",1997,"male","5-14",14,1411124,0.99,NA,28162053027,2701
"6266","Ecuador",1997,"female","75+",1,117178,0.85,NA,28162053027,2701
"6267","Ecuador",1998,"male","25-34",113,970170,11.65,NA,27981896948,2626
"6268","Ecuador",1998,"male","15-24",122,1204061,10.13,NA,27981896948,2626
"6269","Ecuador",1998,"female","15-24",102,1176841,8.67,NA,27981896948,2626
"6270","Ecuador",1998,"male","75+",8,100363,7.97,NA,27981896948,2626
"6271","Ecuador",1998,"male","35-54",87,1164711,7.47,NA,27981896948,2626
"6272","Ecuador",1998,"male","55-74",29,464944,6.24,NA,27981896948,2626
"6273","Ecuador",1998,"female","25-34",29,964037,3.01,NA,27981896948,2626
"6274","Ecuador",1998,"female","75+",3,122653,2.45,NA,27981896948,2626
"6275","Ecuador",1998,"female","35-54",24,1181335,2.03,NA,27981896948,2626
"6276","Ecuador",1998,"male","5-14",14,1429190,0.98,NA,27981896948,2626
"6277","Ecuador",1998,"female","5-14",12,1381485,0.87,NA,27981896948,2626
"6278","Ecuador",1998,"female","55-74",3,496656,0.6,NA,27981896948,2626
"6279","Ecuador",1999,"male","75+",13,104728,12.41,NA,19645272636,1805
"6280","Ecuador",1999,"male","15-24",138,1222195,11.29,NA,19645272636,1805
"6281","Ecuador",1999,"male","25-34",103,990403,10.4,NA,19645272636,1805
"6282","Ecuador",1999,"male","55-74",45,480747,9.36,NA,19645272636,1805
"6283","Ecuador",1999,"male","35-54",105,1202249,8.73,NA,19645272636,1805
"6284","Ecuador",1999,"female","15-24",96,1194004,8.04,NA,19645272636,1805
"6285","Ecuador",1999,"female","25-34",37,984732,3.76,NA,19645272636,1805
"6286","Ecuador",1999,"female","35-54",27,1220621,2.21,NA,19645272636,1805
"6287","Ecuador",1999,"female","55-74",11,514092,2.14,NA,19645272636,1805
"6288","Ecuador",1999,"male","5-14",22,1445034,1.52,NA,19645272636,1805
"6289","Ecuador",1999,"female","5-14",18,1396226,1.29,NA,19645272636,1805
"6290","Ecuador",1999,"female","75+",1,128252,0.78,NA,19645272636,1805
"6291","Ecuador",2000,"male","15-24",132,1241587,10.63,0.674,18327764882,1650
"6292","Ecuador",2000,"male","25-34",84,1009657,8.32,0.674,18327764882,1650
"6293","Ecuador",2000,"male","35-54",101,1241310,8.14,0.674,18327764882,1650
"6294","Ecuador",2000,"male","75+",8,109133,7.33,0.674,18327764882,1650
"6295","Ecuador",2000,"male","55-74",30,496455,6.04,0.674,18327764882,1650
"6296","Ecuador",2000,"female","15-24",73,1212096,6.02,0.674,18327764882,1650
"6297","Ecuador",2000,"female","25-34",45,1004357,4.48,0.674,18327764882,1650
"6298","Ecuador",2000,"female","35-54",23,1261528,1.82,0.674,18327764882,1650
"6299","Ecuador",2000,"female","55-74",9,531381,1.69,0.674,18327764882,1650
"6300","Ecuador",2000,"male","5-14",16,1458807,1.1,0.674,18327764882,1650
"6301","Ecuador",2000,"female","5-14",12,1408985,0.85,0.674,18327764882,1650
"6302","Ecuador",2000,"female","75+",1,134087,0.75,0.674,18327764882,1650
"6303","Ecuador",2001,"male","75+",15,114564,13.09,NA,24468324000,2160
"6304","Ecuador",2001,"male","15-24",130,1259528,10.32,NA,24468324000,2160
"6305","Ecuador",2001,"male","25-34",101,1026201,9.84,NA,24468324000,2160
"6306","Ecuador",2001,"male","35-54",99,1281560,7.72,NA,24468324000,2160
"6307","Ecuador",2001,"male","55-74",39,510933,7.63,NA,24468324000,2160
"6308","Ecuador",2001,"female","15-24",86,1229361,7,NA,24468324000,2160
"6309","Ecuador",2001,"female","25-34",38,1021003,3.72,NA,24468324000,2160
"6310","Ecuador",2001,"female","35-54",32,1303530,2.45,NA,24468324000,2160
"6311","Ecuador",2001,"female","55-74",10,547445,1.83,NA,24468324000,2160
"6312","Ecuador",2001,"female","75+",2,140505,1.42,NA,24468324000,2160
"6313","Ecuador",2001,"female","5-14",17,1421482,1.2,NA,24468324000,2160
"6314","Ecuador",2001,"male","5-14",15,1472216,1.02,NA,24468324000,2160
"6315","Ecuador",2002,"male","15-24",132,1279199,10.32,NA,28548945000,2472
"6316","Ecuador",2002,"male","75+",12,119896,10.01,NA,28548945000,2472
"6317","Ecuador",2002,"male","25-34",89,1041783,8.54,NA,28548945000,2472
"6318","Ecuador",2002,"male","35-54",109,1323268,8.24,NA,28548945000,2472
"6319","Ecuador",2002,"male","55-74",39,525419,7.42,NA,28548945000,2472
"6320","Ecuador",2002,"female","15-24",91,1248096,7.29,NA,28548945000,2472
"6321","Ecuador",2002,"female","25-34",31,1036659,2.99,NA,28548945000,2472
"6322","Ecuador",2002,"female","35-54",27,1347026,2,NA,28548945000,2472
"6323","Ecuador",2002,"female","5-14",23,1432629,1.61,NA,28548945000,2472
"6324","Ecuador",2002,"female","55-74",7,563516,1.24,NA,28548945000,2472
"6325","Ecuador",2002,"male","5-14",16,1484308,1.08,NA,28548945000,2472
"6326","Ecuador",2002,"female","75+",1,146971,0.68,NA,28548945000,2472
"6327","Ecuador",2003,"male","35-54",148,1365415,10.84,NA,32432858000,2755
"6328","Ecuador",2003,"male","15-24",138,1300272,10.61,NA,32432858000,2755
"6329","Ecuador",2003,"female","15-24",120,1267956,9.46,NA,32432858000,2755
"6330","Ecuador",2003,"male","25-34",96,1056829,9.08,NA,32432858000,2755
"6331","Ecuador",2003,"male","55-74",49,540808,9.06,NA,32432858000,2755
"6332","Ecuador",2003,"male","75+",11,125204,8.79,NA,32432858000,2755
"6333","Ecuador",2003,"female","25-34",47,1051741,4.47,NA,32432858000,2755
"6334","Ecuador",2003,"female","75+",5,153579,3.26,NA,32432858000,2755
"6335","Ecuador",2003,"female","35-54",23,1390993,1.65,NA,32432858000,2755
"6336","Ecuador",2003,"female","5-14",20,1442546,1.39,NA,32432858000,2755
"6337","Ecuador",2003,"female","55-74",7,580521,1.21,NA,32432858000,2755
"6338","Ecuador",2003,"male","5-14",11,1495138,0.74,NA,32432858000,2755
"6339","Ecuador",2004,"male","75+",17,130553,13.02,NA,36591661000,3051
"6340","Ecuador",2004,"male","25-34",137,1071828,12.78,NA,36591661000,3051
"6341","Ecuador",2004,"male","15-24",165,1321925,12.48,NA,36591661000,3051
"6342","Ecuador",2004,"male","55-74",68,558388,12.18,NA,36591661000,3051
"6343","Ecuador",2004,"female","15-24",127,1288166,9.86,NA,36591661000,3051
"6344","Ecuador",2004,"male","35-54",138,1406412,9.81,NA,36591661000,3051
"6345","Ecuador",2004,"female","25-34",36,1066713,3.37,NA,36591661000,3051
"6346","Ecuador",2004,"female","75+",5,160427,3.12,NA,36591661000,3051
"6347","Ecuador",2004,"female","5-14",30,1451359,2.07,NA,36591661000,3051
"6348","Ecuador",2004,"male","5-14",30,1504779,1.99,NA,36591661000,3051
"6349","Ecuador",2004,"female","35-54",27,1433784,1.88,NA,36591661000,3051
"6350","Ecuador",2004,"female","55-74",11,599819,1.83,NA,36591661000,3051
"6351","Ecuador",2005,"male","75+",23,136021,16.91,0.698,41507085000,3397
"6352","Ecuador",2005,"male","15-24",206,1343527,15.33,0.698,41507085000,3397
"6353","Ecuador",2005,"male","25-34",150,1087218,13.8,0.698,41507085000,3397
"6354","Ecuador",2005,"male","35-54",197,1445306,13.63,0.698,41507085000,3397
"6355","Ecuador",2005,"male","55-74",73,578971,12.61,0.698,41507085000,3397
"6356","Ecuador",2005,"female","15-24",140,1308175,10.7,0.698,41507085000,3397
"6357","Ecuador",2005,"female","25-34",44,1081983,4.07,0.698,41507085000,3397
"6358","Ecuador",2005,"female","35-54",35,1474429,2.37,0.698,41507085000,3397
"6359","Ecuador",2005,"male","5-14",34,1513146,2.25,0.698,41507085000,3397
"6360","Ecuador",2005,"female","55-74",13,622240,2.09,0.698,41507085000,3397
"6361","Ecuador",2005,"female","5-14",26,1458992,1.78,0.698,41507085000,3397
"6362","Ecuador",2005,"female","75+",2,167635,1.19,0.698,41507085000,3397
"6363","Ecuador",2006,"male","75+",23,140891,16.32,NA,46802044000,3759
"6364","Ecuador",2006,"male","25-34",154,1105682,13.93,NA,46802044000,3759
"6365","Ecuador",2006,"male","55-74",74,601278,12.31,NA,46802044000,3759
"6366","Ecuador",2006,"female","15-24",153,1327824,11.52,NA,46802044000,3759
"6367","Ecuador",2006,"male","15-24",156,1363891,11.44,NA,46802044000,3759
"6368","Ecuador",2006,"male","35-54",166,1486091,11.17,NA,46802044000,3759
"6369","Ecuador",2006,"female","25-34",49,1100246,4.45,NA,46802044000,3759
"6370","Ecuador",2006,"female","35-54",46,1516824,3.03,NA,46802044000,3759
"6371","Ecuador",2006,"female","55-74",18,646356,2.78,NA,46802044000,3759
"6372","Ecuador",2006,"female","75+",4,173865,2.3,NA,46802044000,3759
"6373","Ecuador",2006,"female","5-14",28,1465783,1.91,NA,46802044000,3759
"6374","Ecuador",2006,"male","5-14",29,1520643,1.91,NA,46802044000,3759
"6375","Ecuador",2007,"male","15-24",235,1383302,16.99,NA,51007777000,4024
"6376","Ecuador",2007,"male","55-74",92,626501,14.68,NA,51007777000,4024
"6377","Ecuador",2007,"male","25-34",157,1123771,13.97,NA,51007777000,4024
"6378","Ecuador",2007,"male","75+",18,145654,12.36,NA,51007777000,4024
"6379","Ecuador",2007,"male","35-54",184,1525177,12.06,NA,51007777000,4024
"6380","Ecuador",2007,"female","15-24",135,1346416,10.03,NA,51007777000,4024
"6381","Ecuador",2007,"female","25-34",53,1118153,4.74,NA,51007777000,4024
"6382","Ecuador",2007,"male","5-14",45,1526432,2.95,NA,51007777000,4024
"6383","Ecuador",2007,"female","55-74",19,673563,2.82,NA,51007777000,4024
"6384","Ecuador",2007,"female","35-54",42,1557413,2.7,NA,51007777000,4024
"6385","Ecuador",2007,"female","5-14",23,1470813,1.56,NA,51007777000,4024
"6386","Ecuador",2007,"female","75+",2,180159,1.11,NA,51007777000,4024
"6387","Ecuador",2008,"male","75+",31,150423,20.61,NA,61762635000,4787
"6388","Ecuador",2008,"male","15-24",209,1401816,14.91,NA,61762635000,4787
"6389","Ecuador",2008,"male","25-34",170,1142009,14.89,NA,61762635000,4787
"6390","Ecuador",2008,"male","55-74",81,654092,12.38,NA,61762635000,4787
"6391","Ecuador",2008,"male","35-54",158,1563128,10.11,NA,61762635000,4787
"6392","Ecuador",2008,"female","15-24",107,1363932,7.84,NA,61762635000,4787
"6393","Ecuador",2008,"female","25-34",48,1136196,4.22,NA,61762635000,4787
"6394","Ecuador",2008,"female","55-74",24,703291,3.41,NA,61762635000,4787
"6395","Ecuador",2008,"female","35-54",53,1596786,3.32,NA,61762635000,4787
"6396","Ecuador",2008,"male","5-14",24,1530626,1.57,NA,61762635000,4787
"6397","Ecuador",2008,"female","5-14",22,1474229,1.49,NA,61762635000,4787
"6398","Ecuador",2008,"female","75+",1,186655,0.54,NA,61762635000,4787
"6399","Ecuador",2009,"male","25-34",179,1161180,15.42,NA,62519686000,4762
"6400","Ecuador",2009,"male","55-74",103,683190,15.08,NA,62519686000,4762
"6401","Ecuador",2009,"male","15-24",214,1419517,15.08,NA,62519686000,4762
"6402","Ecuador",2009,"male","75+",20,155307,12.88,NA,62519686000,4762
"6403","Ecuador",2009,"male","35-54",180,1600987,11.24,NA,62519686000,4762
"6404","Ecuador",2009,"female","15-24",100,1380435,7.24,NA,62519686000,4762
"6405","Ecuador",2009,"female","75+",9,193481,4.65,NA,62519686000,4762
"6406","Ecuador",2009,"female","25-34",48,1155088,4.16,NA,62519686000,4762
"6407","Ecuador",2009,"female","35-54",48,1636049,2.93,NA,62519686000,4762
"6408","Ecuador",2009,"female","55-74",20,734615,2.72,NA,62519686000,4762
"6409","Ecuador",2009,"male","5-14",23,1533769,1.5,NA,62519686000,4762
"6410","Ecuador",2009,"female","5-14",20,1476543,1.35,NA,62519686000,4762
"6411","Ecuador",2010,"male","15-24",214,1436267,14.9,0.717,69555367000,5206
"6412","Ecuador",2010,"male","25-34",171,1181648,14.47,0.717,69555367000,5206
"6413","Ecuador",2010,"male","35-54",165,1639225,10.07,0.717,69555367000,5206
"6414","Ecuador",2010,"male","55-74",68,713198,9.53,0.717,69555367000,5206
"6415","Ecuador",2010,"male","75+",14,160404,8.73,0.717,69555367000,5206
"6416","Ecuador",2010,"female","15-24",113,1395797,8.1,0.717,69555367000,5206
"6417","Ecuador",2010,"female","25-34",60,1175139,5.11,0.717,69555367000,5206
"6418","Ecuador",2010,"female","75+",6,200768,2.99,0.717,69555367000,5206
"6419","Ecuador",2010,"female","55-74",18,766861,2.35,0.717,69555367000,5206
"6420","Ecuador",2010,"female","35-54",39,1675740,2.33,0.717,69555367000,5206
"6421","Ecuador",2010,"male","5-14",26,1536680,1.69,0.717,69555367000,5206
"6422","Ecuador",2010,"female","5-14",18,1478558,1.22,0.717,69555367000,5206
"6423","Ecuador",2011,"male","15-24",200,1449571,13.8,0.723,79276664000,5836
"6424","Ecuador",2011,"male","25-34",161,1202963,13.38,0.723,79276664000,5836
"6425","Ecuador",2011,"male","55-74",83,741610,11.19,0.723,79276664000,5836
"6426","Ecuador",2011,"male","75+",18,166244,10.83,0.723,79276664000,5836
"6427","Ecuador",2011,"male","35-54",160,1677115,9.54,0.723,79276664000,5836
"6428","Ecuador",2011,"female","15-24",120,1408696,8.52,0.723,79276664000,5836
"6429","Ecuador",2011,"female","25-34",51,1195816,4.26,0.723,79276664000,5836
"6430","Ecuador",2011,"female","35-54",45,1715068,2.62,0.723,79276664000,5836
"6431","Ecuador",2011,"female","5-14",32,1480934,2.16,0.723,79276664000,5836
"6432","Ecuador",2011,"male","5-14",32,1539867,2.08,0.723,79276664000,5836
"6433","Ecuador",2011,"female","75+",4,208097,1.92,0.723,79276664000,5836
"6434","Ecuador",2011,"female","55-74",12,797572,1.5,0.723,79276664000,5836
"6435","Ecuador",2012,"male","15-24",240,1462193,16.41,0.727,87924544000,6364
